nrcs_fips,nrcs_county_bare,nrcs_abbr,nrcs_county
46135,Yankton,SD,Yankton County
46137,Ziebach,SD,Ziebach County
47001,Anderson,TN,Anderson County
47003,Bedford,TN,Bedford County
47005,Benton,TN,Benton County
47007,Bledsoe,TN,Bledsoe County
47009,Blount,TN,Blount County
47011,Bradley,TN,Bradley County
47013,Campbell,TN,Campbell County
47015,Cannon,TN,Cannon County
47017,Carroll,TN,Carroll County
47019,Carter,TN,Carter County
47021,Cheatham,TN,Cheatham County
47023,Chester,TN,Chester County
47025,Claiborne,TN,Claiborne County
47027,Clay,TN,Clay County
47029,Cocke,TN,Cocke County
47031,Coffee,TN,Coffee County
47033,Crockett,TN,Crockett County
47035,Cumberland,TN,Cumberland County
47037,Davidson,TN,Davidson County
47039,Decatur,TN,Decatur County
47041,DeKalb,TN,DeKalb County
47043,Dickson,TN,Dickson County
47045,Dyer,TN,Dyer County
47047,Fayette,TN,Fayette County
47049,Fentress,TN,Fentress County
47051,Franklin,TN,Franklin County
47053,Gibson,TN,Gibson County
47055,Giles,TN,Giles County
47057,Grainger,TN,Grainger County
47059,Greene,TN,Greene County
47061,Grundy,TN,Grundy County
47063,Hamblen,TN,Hamblen County
47065,Hamilton,TN,Hamilton County
47067,Hancock,TN,Hancock County
47069,Hardeman,TN,Hardeman County
47071,Hardin,TN,Hardin County
47073,Hawkins,TN,Hawkins County
47075,Haywood,TN,Haywood County
47077,Henderson,TN,Henderson County
47079,Henry,TN,Henry County
47081,Hickman,TN,Hickman County
47083,Houston,TN,Houston County
47085,Humphreys,TN,Humphreys County
47087,Jackson,TN,Jackson County
47089,Jefferson,TN,Jefferson County
47091,Johnson,TN,Johnson County
47093,Knox,TN,Knox County
47095,Lake,TN,Lake County
47097,Lauderdale,TN,Lauderdale County
47099,Lawrence,TN,Lawrence County
47101,Lewis,TN,Lewis County
47103,Lincoln,TN,Lincoln County
47105,Loudon,TN,Loudon County
47107,McMinn,TN,McMinn County
47109,McNairy,TN,McNairy County
47111,Macon,TN,Macon County
47113,Madison,TN,Madison County
47115,Marion,TN,Marion County
47117,Marshall,TN,Marshall County
47119,Maury,TN,Maury County
47121,Meigs,TN,Meigs County
47123,Monroe,TN,Monroe County
47125,Montgomery,TN,Montgomery County
47127,Moore,TN,Moore County
47129,Morgan,TN,Morgan County
47131,Obion,TN,Obion County
47133,Overton,TN,Overton County
47135,Perry,TN,Perry County
47137,Pickett,TN,Pickett County
47139,Polk,TN,Polk County
47141,Putnam,TN,Putnam County
47143,Rhea,TN,Rhea County
47145,Roane,TN,Roane County
47147,Robertson,TN,Robertson County
47149,Rutherford,TN,Rutherford County
47151,Scott,TN,Scott County
47153,Sequatchie,TN,Sequatchie County
47155,Sevier,TN,Sevier County
47157,Shelby,TN,Shelby County
47159,Smith,TN,Smith County
47161,Stewart,TN,Stewart County
47163,Sullivan,TN,Sullivan County
47165,Sumner,TN,Sumner County
47167,Tipton,TN,Tipton County
47169,Trousdale,TN,Trousdale County
47171,Unicoi,TN,Unicoi County
47173,Union,TN,Union County
47175,Van Buren,TN,Van Buren County
47177,Warren,TN,Warren County
47179,Washington,TN,Washington County
47181,Wayne,TN,Wayne County
47183,Weakley,TN,Weakley County
47185,White,TN,White County
47187,Williamson,TN,Williamson County
47189,Wilson,TN,Wilson County
48001,Anderson,TX,Anderson County
48003,Andrews,TX,Andrews County
48005,Angelina,TX,Angelina County
48007,Aransas,TX,Aransas County
48009,Archer,TX,Archer County
48011,Armstrong,TX,Armstrong County
48013,Atascosa,TX,Atascosa County
48015,Austin,TX,Austin County
48017,Bailey,TX,Bailey County
48019,Bandera,TX,Bandera County
48021,Bastrop,TX,Bastrop County
48023,Baylor,TX,Baylor County
48025,Bee,TX,Bee County
48027,Bell,TX,Bell County
48029,Bexar,TX,Bexar County
48031,Blanco,TX,Blanco County
48033,Borden,TX,Borden County
48035,Bosque,TX,Bosque County
48037,Bowie,TX,Bowie County
48039,Brazoria,TX,Brazoria County
48041,Brazos,TX,Brazos County
48043,Brewster,TX,Brewster County
48045,Briscoe,TX,Briscoe County
48047,Brooks,TX,Brooks County
48049,Brown,TX,Brown County
48051,Burleson,TX,Burleson County
48053,Burnet,TX,Burnet County
48055,Caldwell,TX,Caldwell County
48057,Calhoun,TX,Calhoun County
48059,Callahan,TX,Callahan County
48061,Cameron,TX,Cameron County
48063,Camp,TX,Camp County
48065,Carson,TX,Carson County
48067,Cass,TX,Cass County
48069,Castro,TX,Castro County
48071,Chambers,TX,Chambers County
48073,Cherokee,TX,Cherokee County
48075,Childress,TX,Childress County
48077,Clay,TX,Clay County
48079,Cochran,TX,Cochran County
48081,Coke,TX,Coke County
48083,Coleman,TX,Coleman County
48085,Collin,TX,Collin County
48087,Collingsworth,TX,Collingsworth County
48089,Colorado,TX,Colorado County
48091,Comal,TX,Comal County
48093,Comanche,TX,Comanche County
48095,Concho,TX,Concho County
48097,Cooke,TX,Cooke County
48099,Coryell,TX,Coryell County
48101,Cottle,TX,Cottle County
48103,Crane,TX,Crane County
48105,Crockett,TX,Crockett County
48107,Crosby,TX,Crosby County
48109,Culberson,TX,Culberson County
48111,Dallam,TX,Dallam County
48113,Dallas,TX,Dallas County
48115,Dawson,TX,Dawson County
48117,Deaf Smith,TX,Deaf Smith County
48119,Delta,TX,Delta County
48121,Denton,TX,Denton County
48123,De Witt,TX,De Witt County
48125,Dickens,TX,Dickens County
48127,Dimmit,TX,Dimmit County
48129,Donley,TX,Donley County
48131,Duval,TX,Duval County
48133,Eastland,TX,Eastland County
48135,Ector,TX,Ector County
48137,Edwards,TX,Edwards County
48139,Ellis,TX,Ellis County
48141,El Paso,TX,El Paso County
48143,Erath,TX,Erath County
48145,Falls,TX,Falls County
48147,Fannin,TX,Fannin County
48149,Fayette,TX,Fayette County
48151,Fisher,TX,Fisher County
48153,Floyd,TX,Floyd County
48155,Foard,TX,Foard County
48157,Fort Bend,TX,Fort Bend County
48159,Franklin,TX,Franklin County
48161,Freestone,TX,Freestone County
48163,Frio,TX,Frio County
48165,Gaines,TX,Gaines County
48167,Galveston,TX,Galveston County
48169,Garza,TX,Garza County
48171,Gillespie,TX,Gillespie County
48173,Glasscock,TX,Glasscock County
48175,Goliad,TX,Goliad County
48177,Gonzales,TX,Gonzales County
48179,Gray,TX,Gray County
48181,Grayson,TX,Grayson County
48183,Gregg,TX,Gregg County
48185,Grimes,TX,Grimes County
48187,Guadalupe,TX,Guadalupe County
48189,Hale,TX,Hale County
48191,Hall,TX,Hall County
48193,Hamilton,TX,Hamilton County
48195,Hansford,TX,Hansford County
48197,Hardeman,TX,Hardeman County
48199,Hardin,TX,Hardin County
48201,Harris,TX,Harris County
48203,Harrison,TX,Harrison County
48205,Hartley,TX,Hartley County
48207,Haskell,TX,Haskell County
48209,Hays,TX,Hays County
48211,Hemphill,TX,Hemphill County
48213,Henderson,TX,Henderson County
48215,Hidalgo,TX,Hidalgo County
48217,Hill,TX,Hill County
48219,Hockley,TX,Hockley County
48221,Hood,TX,Hood County
48223,Hopkins,TX,Hopkins County
48225,Houston,TX,Houston County
48227,Howard,TX,Howard County
48229,Hudspeth,TX,Hudspeth County
48231,Hunt,TX,Hunt County
48233,Hutchinson,TX,Hutchinson County
48235,Irion,TX,Irion County
48237,Jack,TX,Jack County
48239,Jackson,TX,Jackson County
48241,Jasper,TX,Jasper County
48243,Jeff Davis,TX,Jeff Davis County
48245,Jefferson,TX,Jefferson County
48247,Jim Hogg,TX,Jim Hogg County
48249,Jim Wells,TX,Jim Wells County
48251,Johnson,TX,Johnson County
48253,Jones,TX,Jones County
48255,Karnes,TX,Karnes County
48257,Kaufman,TX,Kaufman County
48259,Kendall,TX,Kendall County
48261,Kenedy,TX,Kenedy County
48263,Kent,TX,Kent County
48265,Kerr,TX,Kerr County
48267,Kimble,TX,Kimble County
48269,King,TX,King County
48271,Kinney,TX,Kinney County
48273,Kleberg,TX,Kleberg County
48275,Knox,TX,Knox County
48277,Lamar,TX,Lamar County
48279,Lamb,TX,Lamb County
48281,Lampasas,TX,Lampasas County
48283,La Salle,TX,La Salle County
48285,Lavaca,TX,Lavaca County
48287,Lee,TX,Lee County
48289,Leon,TX,Leon County
48291,Liberty,TX,Liberty County
48293,Limestone,TX,Limestone County
48295,Lipscomb,TX,Lipscomb County
48297,Live Oak,TX,Live Oak County
48299,Llano,TX,Llano County
48301,Loving,TX,Loving County
48303,Lubbock,TX,Lubbock County
48305,Lynn,TX,Lynn County
48307,McCulloch,TX,McCulloch County
48309,McLennan,TX,McLennan County
48311,McMullen,TX,McMullen County
48313,Madison,TX,Madison County
48315,Marion,TX,Marion County
48317,Martin,TX,Martin County
48319,Mason,TX,Mason County
48321,Matagorda,TX,Matagorda County
48323,Maverick,TX,Maverick County
48325,Medina,TX,Medina County
48327,Menard,TX,Menard County
48329,Midland,TX,Midland County
48331,Milam,TX,Milam County
48333,Mills,TX,Mills County
48335,Mitchell,TX,Mitchell County
48337,Montague,TX,Montague County
48339,Montgomery,TX,Montgomery County
48341,Moore,TX,Moore County
48343,Morris,TX,Morris County
48345,Motley,TX,Motley County
48347,Nacogdoches,TX,Nacogdoches County
48349,Navarro,TX,Navarro County
48351,Newton,TX,Newton County
48353,Nolan,TX,Nolan County
48355,Nueces,TX,Nueces County
48357,Ochiltree,TX,Ochiltree County
48359,Oldham,TX,Oldham County
48361,Orange,TX,Orange County
48363,Palo Pinto,TX,Palo Pinto County
48365,Panola,TX,Panola County
48367,Parker,TX,Parker County
48369,Parmer,TX,Parmer County
48371,Pecos,TX,Pecos County
48373,Polk,TX,Polk County
48375,Potter,TX,Potter County
48377,Presidio,TX,Presidio County
48379,Rains,TX,Rains County
48381,Randall,TX,Randall County
48383,Reagan,TX,Reagan County
48385,Real,TX,Real County
48387,Red River,TX,Red River County
48389,Reeves,TX,Reeves County
48391,Refugio,TX,Refugio County
48393,Roberts,TX,Roberts County
48395,Robertson,TX,Robertson County
48397,Rockwall,TX,Rockwall County
48399,Runnels,TX,Runnels County
48401,Rusk,TX,Rusk County
48403,Sabine,TX,Sabine County
48405,San Augustine,TX,San Augustine County
48407,San Jacinto,TX,San Jacinto County
48409,San Patricio,TX,San Patricio County
48411,San Saba,TX,San Saba County
48413,Schleicher,TX,Schleicher County
48415,Scurry,TX,Scurry County
48417,Shackelford,TX,Shackelford County
48419,Shelby,TX,Shelby County
48421,Sherman,TX,Sherman County
48423,Smith,TX,Smith County
48425,Somervell,TX,Somervell County
48427,Starr,TX,Starr County
48429,Stephens,TX,Stephens County
48431,Sterling,TX,Sterling County
48433,Stonewall,TX,Stonewall County
48435,Sutton,TX,Sutton County
48437,Swisher,TX,Swisher County
48439,Tarrant,TX,Tarrant County
48441,Taylor,TX,Taylor County
48443,Terrell,TX,Terrell County
48445,Terry,TX,Terry County
48447,Throckmorton,TX,Throckmorton County
48449,Titus,TX,Titus County
48451,Tom Green,TX,Tom Green County
48453,Travis,TX,Travis County
48455,Trinity,TX,Trinity County
48457,Tyler,TX,Tyler County
48459,Upshur,TX,Upshur County
48461,Upton,TX,Upton County
48463,Uvalde,TX,Uvalde County
48465,Val Verde,TX,Val Verde County
48467,Van Zandt,TX,Van Zandt County
48469,Victoria,TX,Victoria County
48471,Walker,TX,Walker County
48473,Waller,TX,Waller County
48475,Ward,TX,Ward County
48477,Washington,TX,Washington County
48479,Webb,TX,Webb County
48481,Wharton,TX,Wharton County
48483,Wheeler,TX,Wheeler County
48485,Wichita,TX,Wichita County
48487,Wilbarger,TX,Wilbarger County
48489,Willacy,TX,Willacy County
48491,Williamson,TX,Williamson County
48493,Wilson,TX,Wilson County
48495,Winkler,TX,Winkler County
48497,Wise,TX,Wise County
48499,Wood,TX,Wood County
48501,Yoakum,TX,Yoakum County
48503,Young,TX,Young County
48505,Zapata,TX,Zapata County
48507,Zavala,TX,Zavala County
49001,Beaver,UT,Beaver County
49003,Box Elder,UT,Box Elder County
49005,Cache,UT,Cache County
49007,Carbon,UT,Carbon County
49009,Daggett,UT,Daggett County
49011,Davis,UT,Davis County
49013,Duchesne,UT,Duchesne County
49015,Emery,UT,Emery County
49017,Garfield,UT,Garfield County
49019,Grand,UT,Grand County
49021,Iron,UT,Iron County
49023,Juab,UT,Juab County
49025,Kane,UT,Kane County
49027,Millard,UT,Millard County
49029,Morgan,UT,Morgan County
49031,Piute,UT,Piute County
49033,Rich,UT,Rich County
49035,Salt Lake,UT,Salt Lake County
49037,San Juan,UT,San Juan County
49039,Sanpete,UT,Sanpete County
49041,Sevier,UT,Sevier County
49043,Summit,UT,Summit County
49045,Tooele,UT,Tooele County
49047,Uintah,UT,Uintah County
49049,Utah,UT,Utah County
49051,Wasatch,UT,Wasatch County
49053,Washington,UT,Washington County
49055,Wayne,UT,Wayne County
49057,Weber,UT,Weber County
50001,Addison,VT,Addison County
50003,Bennington,VT,Bennington County
50005,Caledonia,VT,Caledonia County
50007,Chittenden,VT,Chittenden County
50009,Essex,VT,Essex County
50011,Franklin,VT,Franklin County
50013,Grand Isle,VT,Grand Isle County
50015,Lamoille,VT,Lamoille County
50017,Orange,VT,Orange County
50019,Orleans,VT,Orleans County
50021,Rutland,VT,Rutland County
50023,Washington,VT,Washington County
50025,Windham,VT,Windham County
50027,Windsor,VT,Windsor County
51001,Accomack,VA,Accomack County
51003,Albemarle,VA,Albemarle County
51005,Alleghany,VA,Alleghany County
51007,Amelia,VA,Amelia County
51009,Amherst,VA,Amherst County
51011,Appomattox,VA,Appomattox County
51013,Arlington,VA,Arlington County
51015,Augusta,VA,Augusta County
51017,Bath,VA,Bath County
51019,Bedford,VA,Bedford County
51021,Bland,VA,Bland County
51023,Botetourt,VA,Botetourt County
51025,Brunswick,VA,Brunswick County
51027,Buchanan,VA,Buchanan County
51029,Buckingham,VA,Buckingham County
51031,Campbell,VA,Campbell County
51033,Caroline,VA,Caroline County
51035,Carroll,VA,Carroll County
51036,Charles City,VA,Charles City County
51037,Charlotte,VA,Charlotte County
51041,Chesterfield,VA,Chesterfield County
51043,Clarke,VA,Clarke County
51045,Craig,VA,Craig County
51047,Culpeper,VA,Culpeper County
51049,Cumberland,VA,Cumberland County
51051,Dickenson,VA,Dickenson County
51053,Dinwiddie,VA,Dinwiddie County
51057,Essex,VA,Essex County
51059,Fairfax,VA,Fairfax County
51061,Fauquier,VA,Fauquier County
51063,Floyd,VA,Floyd County
51065,Fluvanna,VA,Fluvanna County
51067,Franklin,VA,Franklin County
51069,Frederick,VA,Frederick County
51071,Giles,VA,Giles County
51073,Gloucester,VA,Gloucester County
51075,Goochland,VA,Goochland County
51077,Grayson,VA,Grayson County
51079,Greene,VA,Greene County
51081,Greensville,VA,Greensville County
51083,Halifax,VA,Halifax County
51085,Hanover,VA,Hanover County
51087,Henrico,VA,Henrico County
51089,Henry,VA,Henry County
51091,Highland,VA,Highland County
51093,Isle of Wight,VA,Isle of Wight County
51095,James City,VA,James City County
51097,King and Queen,VA,King and Queen County
51099,King George,VA,King George County
51101,King William,VA,King William County
51103,Lancaster,VA,Lancaster County
51105,Lee,VA,Lee County
51107,Loudoun,VA,Loudoun County
51109,Louisa,VA,Louisa County
51111,Lunenburg,VA,Lunenburg County
51113,Madison,VA,Madison County
51115,Mathews,VA,Mathews County
51117,Mecklenburg,VA,Mecklenburg County
51119,Middlesex,VA,Middlesex County
51121,Montgomery,VA,Montgomery County
51125,Nelson,VA,Nelson County
51127,New Kent,VA,New Kent County
51131,Northampton,VA,Northampton County
51133,Northumberland,VA,Northumberland County
51135,Nottoway,VA,Nottoway County
51137,Orange,VA,Orange County
51139,Page,VA,Page County
51141,Patrick,VA,Patrick County
51143,Pittsylvania,VA,Pittsylvania County
51145,Powhatan,VA,Powhatan County
51147,Prince Edward,VA,Prince Edward County
51149,Prince George,VA,Prince George County
51153,Prince William,VA,Prince William County
51155,Pulaski,VA,Pulaski County
51157,Rappahannock,VA,Rappahannock County
51159,Richmond,VA,Richmond County
51161,Roanoke,VA,Roanoke County
51163,Rockbridge,VA,Rockbridge County
51165,Rockingham,VA,Rockingham County
51167,Russell,VA,Russell County
51169,Scott,VA,Scott County
51171,Shenandoah,VA,Shenandoah County
51173,Smyth,VA,Smyth County
51175,Southampton,VA,Southampton County
51177,Spotsylvania,VA,Spotsylvania County
51179,Stafford,VA,Stafford County
51181,Surry,VA,Surry County
51183,Sussex,VA,Sussex County
51185,Tazewell,VA,Tazewell County
51187,Warren,VA,Warren County
51191,Washington,VA,Washington County
51193,Westmoreland,VA,Westmoreland County
51195,Wise,VA,Wise County
51197,Wythe,VA,Wythe County
51199,York,VA,York County
51510,Alexandria City,VA,Alexandria City County
51515,Bedford City,VA,Bedford City County
51520,Bristol City,VA,Bristol City County
51530,Buena Vista City,VA,Buena Vista City County
51540,Charlottesville City,VA,Charlottesville City County
51550,Chesapeake City,VA,Chesapeake City County
51560,Clifton Forge City,VA,Clifton Forge City County
51570,Colonial Heights Cit,VA,Colonial Heights Cit County
51580,Covington City,VA,Covington City County
51590,Danville City,VA,Danville City County
51595,Emporia City,VA,Emporia City County
51600,Fairfax City,VA,Fairfax City County
51610,Falls Church City,VA,Falls Church City County
51620,Franklin City,VA,Franklin City County
51630,Fredericksburg City,VA,Fredericksburg City County
51640,Galax City,VA,Galax City County
51650,Hampton City,VA,Hampton City County
51660,Harrisonburg City,VA,Harrisonburg City County
51670,Hopewell City,VA,Hopewell City County
51678,Lexington City,VA,Lexington City County
51680,Lynchburg City,VA,Lynchburg City County
51683,Manassas City,VA,Manassas City County
51685,Manassas Park City,VA,Manassas Park City County
51690,Martinsville City,VA,Martinsville City County
51700,Newport News City,VA,Newport News City County
51710,Norfolk City,VA,Norfolk City County
51720,Norton City,VA,Norton City County
51730,Petersburg City,VA,Petersburg City County
51735,Poquoson City,VA,Poquoson City County
51740,Portsmouth City,VA,Portsmouth City County
51750,Radford City,VA,Radford City County
51760,Richmond City,VA,Richmond City County
51770,Roanoke City,VA,Roanoke City County
51775,Salem City,VA,Salem City County
51780,South Boston City,VA,South Boston City County
51790,Staunton City,VA,Staunton City County
51800,Suffolk City,VA,Suffolk City County
51810,Virginia Beach City,VA,Virginia Beach City County
51820,Waynesboro City,VA,Waynesboro City County
51830,Williamsburg City,VA,Williamsburg City County
51840,Winchester City,VA,Winchester City County
53001,Adams,WA,Adams County
53003,Asotin,WA,Asotin County
53005,Benton,WA,Benton County
53007,Chelan,WA,Chelan County
53009,Clallam,WA,Clallam County
53011,Clark,WA,Clark County
53013,Columbia,WA,Columbia County
53015,Cowlitz,WA,Cowlitz County
53017,Douglas,WA,Douglas County
53019,Ferry,WA,Ferry County
53021,Franklin,WA,Franklin County
53023,Garfield,WA,Garfield County
53025,Grant,WA,Grant County
53027,Grays Harbor,WA,Grays Harbor County
53029,Island,WA,Island County
53031,Jefferson,WA,Jefferson County
53033,King,WA,King County
53035,Kitsap,WA,Kitsap County
53037,Kittitas,WA,Kittitas County
53039,Klickitat,WA,Klickitat County
53041,Lewis,WA,Lewis County
53043,Lincoln,WA,Lincoln County
53045,Mason,WA,Mason County
53047,Okanogan,WA,Okanogan County
53049,Pacific,WA,Pacific County
53051,Pend Oreille,WA,Pend Oreille County
53053,Pierce,WA,Pierce County
53055,San Juan,WA,San Juan County
53057,Skagit,WA,Skagit County
53059,Skamania,WA,Skamania County
53061,Snohomish,WA,Snohomish County
53063,Spokane,WA,Spokane County
53065,Stevens,WA,Stevens County
53067,Thurston,WA,Thurston County
53069,Wahkiakum,WA,Wahkiakum County
53071,Walla Walla,WA,Walla Walla County
53073,Whatcom,WA,Whatcom County
53075,Whitman,WA,Whitman County
53077,Yakima,WA,Yakima County
54001,Barbour,WV,Barbour County
54003,Berkeley,WV,Berkeley County
54005,Boone,WV,Boone County
54007,Braxton,WV,Braxton County
54009,Brooke,WV,Brooke County
54011,Cabell,WV,Cabell County
54013,Calhoun,WV,Calhoun County
54015,Clay,WV,Clay County
54017,Doddridge,WV,Doddridge County
54019,Fayette,WV,Fayette County
54021,Gilmer,WV,Gilmer County
54023,Grant,WV,Grant County
54025,Greenbrier,WV,Greenbrier County
54027,Hampshire,WV,Hampshire County
54029,Hancock,WV,Hancock County
54031,Hardy,WV,Hardy County
54033,Harrison,WV,Harrison County
54035,Jackson,WV,Jackson County
54037,Jefferson,WV,Jefferson County
54039,Kanawha,WV,Kanawha County
54041,Lewis,WV,Lewis County
54043,Lincoln,WV,Lincoln County
54045,Logan,WV,Logan County
54047,McDowell,WV,McDowell County
54049,Marion,WV,Marion County
54051,Marshall,WV,Marshall County
54053,Mason,WV,Mason County
54055,Mercer,WV,Mercer County
54057,Mineral,WV,Mineral County
54059,Mingo,WV,Mingo County
54061,Monongalia,WV,Monongalia County
54063,Monroe,WV,Monroe County
54065,Morgan,WV,Morgan County
54067,Nicholas,WV,Nicholas County
54069,Ohio,WV,Ohio County
54071,Pendleton,WV,Pendleton County
54073,Pleasants,WV,Pleasants County
54075,Pocahontas,WV,Pocahontas County
54077,Preston,WV,Preston County
54079,Putnam,WV,Putnam County
54081,Raleigh,WV,Raleigh County
54083,Randolph,WV,Randolph County
54085,Ritchie,WV,Ritchie County
54087,Roane,WV,Roane County
54089,Summers,WV,Summers County
54091,Taylor,WV,Taylor County
54093,Tucker,WV,Tucker County
54095,Tyler,WV,Tyler County
54097,Upshur,WV,Upshur County
54099,Wayne,WV,Wayne County
54101,Webster,WV,Webster County
54103,Wetzel,WV,Wetzel County
54105,Wirt,WV,Wirt County
54107,Wood,WV,Wood County
54109,Wyoming,WV,Wyoming County
55001,Adams,WI,Adams County
55003,Ashland,WI,Ashland County
55005,Barron,WI,Barron County
55007,Bayfield,WI,Bayfield County
55009,Brown,WI,Brown County
55011,Buffalo,WI,Buffalo County
55013,Burnett,WI,Burnett County
55015,Calumet,WI,Calumet County
55017,Chippewa,WI,Chippewa County
55019,Clark,WI,Clark County
55021,Columbia,WI,Columbia County
55023,Crawford,WI,Crawford County
55025,Dane,WI,Dane County
55027,Dodge,WI,Dodge County
55029,Door,WI,Door County
55031,Douglas,WI,Douglas County
55033,Dunn,WI,Dunn County
55035,Eau Claire,WI,Eau Claire County
55037,Florence,WI,Florence County
55039,Fond du Lac,WI,Fond du Lac County
55041,Forest,WI,Forest County
55043,Grant,WI,Grant County
55045,Green,WI,Green County
55047,Green Lake,WI,Green Lake County
55049,Iowa,WI,Iowa County
55051,Iron,WI,Iron County
55053,Jackson,WI,Jackson County
55055,Jefferson,WI,Jefferson County
55057,Juneau,WI,Juneau County
55059,Kenosha,WI,Kenosha County
55061,Kewaunee,WI,Kewaunee County
55063,La Crosse,WI,La Crosse County
55065,Lafayette,WI,Lafayette County
55067,Langlade,WI,Langlade County
55069,Lincoln,WI,Lincoln County
55071,Manitowoc,WI,Manitowoc County
55073,Marathon,WI,Marathon County
55075,Marinette,WI,Marinette County
55077,Marquette,WI,Marquette County
55078,Menominee,WI,Menominee County
55079,Milwaukee,WI,Milwaukee County
55081,Monroe,WI,Monroe County
55083,Oconto,WI,Oconto County
55085,Oneida,WI,Oneida County
55087,Outagamie,WI,Outagamie County
55089,Ozaukee,WI,Ozaukee County
55091,Pepin,WI,Pepin County
55093,Pierce,WI,Pierce County
55095,Polk,WI,Polk County
55097,Portage,WI,Portage County
55099,Price,WI,Price County
55101,Racine,WI,Racine County
55103,Richland,WI,Richland County
55105,Rock,WI,Rock County
55107,Rusk,WI,Rusk County
55109,St Croix,WI,St Croix County
55111,Sauk,WI,Sauk County
55113,Sawyer,WI,Sawyer County
55115,Shawano,WI,Shawano County
55117,Sheboygan,WI,Sheboygan County
55119,Taylor,WI,Taylor County
55121,Trempealeau,WI,Trempealeau County
55123,Vernon,WI,Vernon County
55125,Vilas,WI,Vilas County
55127,Walworth,WI,Walworth County
55129,Washburn,WI,Washburn County
55131,Washington,WI,Washington County
55133,Waukesha,WI,Waukesha County
55135,Waupaca,WI,Waupaca County
55137,Waushara,WI,Waushara County
55139,Winnebago,WI,Winnebago County
55141,Wood,WI,Wood County
56001,Albany,WY,Albany County
56003,Big Horn,WY,Big Horn County
56005,Campbell,WY,Campbell County
56007,Carbon,WY,Carbon County
56009,Converse,WY,Converse County
56011,Crook,WY,Crook County
56013,Fremont,WY,Fremont County
56015,Goshen,WY,Goshen County
56017,Hot Springs,WY,Hot Springs County
56019,Johnson,WY,Johnson County
56021,Laramie,WY,Laramie County
56023,Lincoln,WY,Lincoln County
56025,Natrona,WY,Natrona County
56027,Niobrara,WY,Niobrara County
56029,Park,WY,Park County
56031,Platte,WY,Platte County
56033,Sheridan,WY,Sheridan County
56035,Sublette,WY,Sublette County
56037,Sweetwater,WY,Sweetwater County
56039,Teton,WY,Teton County
56041,Uinta,WY,Uinta County
56043,Washakie,WY,Washakie County
56045,Weston,WY,Weston County
60010,Unknown,AS,Unknown County
60020,Manua,AS,Manua County
60020,Ofu,AS,Ofu County
60020,Olosega,AS,Olosega County
60050,Tutuila,AS,Tutuila County
66010,Cocos Island,MP,Cocos Island County
66010,Guam,GU,Guam County
69100,Rota,MP,Rota County
69110,Saipan,MP,Saipan County
69120,Aguijan,MP,Aguijan County
69120,Tinian,MP,Tinian County
72001,Adjuntas,PR,Adjuntas County
72003,Aguada,PR,Aguada County
72005,Aguadilla,PR,Aguadilla County
72007,Aguas Buenas,PR,Aguas Buenas County
72009,Aibonito,PR,Aibonito County
72011,Anasco,PR,Anasco County
72013,Arecibo,PR,Arecibo County
72015,Arroyo,PR,Arroyo County
72017,Barceloneta,PR,Barceloneta County
72019,Barranquitas,PR,Barranquitas County
72021,Bayamon,PR,Bayamon County
72023,Cabo Rojo,PR,Cabo Rojo County
72025,Caguas,PR,Caguas County
72027,Camuy,PR,Camuy County
72029,Canovanas,PR,Canovanas County
72031,Carolina,PR,Carolina County
72033,Catano,PR,Catano County
72035,Cayey,PR,Cayey County
72037,Ceiba,PR,Ceiba County
72041,Cidra,PR,Cidra County
72043,Coamo,PR,Coamo County
72045,Comerio,PR,Comerio County
72047,Corozal,PR,Corozal County
72049,Culebra,PR,Culebra County
72051,Dorado,PR,Dorado County
72053,Fajardo,PR,Fajardo County
72054,Florida,PR,Florida County
72055,Guanica,PR,Guanica County
72057,Guayama,PR,Guayama County
72059,Guayanilla,PR,Guayanilla County
72061,Guaynabo,PR,Guaynabo County
72063,Gurabo,PR,Gurabo County
72065,Hatillo,PR,Hatillo County
72067,Hormigueros,PR,Hormigueros County
72071,Isabela,PR,Isabela County
72073,Jayuya,PR,Jayuya County
72075,Juana Diaz,PR,Juana Diaz County
72077,Juncos,PR,Juncos County
72079,Lajas,PR,Lajas County
72081,Lares,PR,Lares County
72083,Las Marias,PR,Las Marias County
72085,Las Piedras,PR,Las Piedras County
72087,Loiza,PR,Loiza County
72089,Luquillo,PR,Luquillo County
72091,Manati,PR,Manati County
72093,Maricao,PR,Maricao County
72095,Maunabo,PR,Maunabo County
72097,Mayaguez,PR,Mayaguez County
72099,Moca,PR,Moca County
72101,Morovis,PR,Morovis County
72103,Nabuabo,PR,Nabuabo County
72105,Naranjito,PR,Naranjito County
72107,Orocovis,PR,Orocovis County
72109,Patillas,PR,Patillas County
72111,Penuelas,PR,Penuelas County
72113,Ponce,PR,Ponce County
72115,Quebradillas,PR,Quebradillas County
72117,Rincon,PR,Rincon County
72119,Rio Grande,PR,Rio Grande County
72121,Sabana Grande,PR,Sabana Grande County
72123,Salinas,PR,Salinas County
72125,San German,PR,San German County
72127,San Juan,PR,San Juan County
72129,San Lorenzo,PR,San Lorenzo County
72131,San Sabastian,PR,San Sabastian County
72133,Santa Isabel,PR,Santa Isabel County
72135,Toa Alta,PR,Toa Alta County
72137,Toa Baja,PR,Toa Baja County
72139,Trujillo Alto,PR,Trujillo Alto County
72141,Utuado,PR,Utuado County
